description,playlist_external_urls,playlist_href,playlist_id,images,playlist_name,playlist_owner,snapshot_id,tracks,type,playlist_uri,category_name,category_id
Relax and indulge with beautiful piano pieces,https://open.spotify.com/playlist/37i9dQZF1DX4sWSpwq3LiO,https://api.spotify.com/v1/playlists/37i9dQZF1DX4sWSpwq3LiO,37i9dQZF1DX4sWSpwq3LiO,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f00000003ca5a7517156021292e5663a6', 'width': 0}]",Peaceful Piano,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjYwNjQwMCwwMDAwMDAwMDkyNTAzZWU0OWFiOWQ4NjNlYjU1ZjJhZDFlOTQ2OWVk,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DX4sWSpwq3LiO/tracks', 'total': 309}",playlist,spotify:playlist:37i9dQZF1DX4sWSpwq3LiO,Sleep,0JQ5DAqbMKFCuoRTxhYWow
Let these calm Jazz tracks lull you to sleep.,https://open.spotify.com/playlist/37i9dQZF1DXa1rZf8gLhyz,https://api.spotify.com/v1/playlists/37i9dQZF1DXa1rZf8gLhyz,37i9dQZF1DXa1rZf8gLhyz,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f00000003008092db062ae57983ed0141', 'width': 0}]",Jazz for Sleep,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjU4ODQ2MCwwMDAwMDAwMDM2M2IxNzUxOTVmZTEzZWU2ZmU2YzYxZmEyYzU1NTk1,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DXa1rZf8gLhyz/tracks', 'total': 215}",playlist,spotify:playlist:37i9dQZF1DXa1rZf8gLhyz,Sleep,0JQ5DAqbMKFCuoRTxhYWow
Put yourself to sleep with delta frequencies.,https://open.spotify.com/playlist/37i9dQZF1DX8h3zQNo57xG,https://api.spotify.com/v1/playlists/37i9dQZF1DX8h3zQNo57xG,37i9dQZF1DX8h3zQNo57xG,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f00000003199511fe6f5c8cb9f94672f6', 'width': 0}]",Binaural Beats: Sleep,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3MzYyNjUyOSwwMDAwMDAwMDQ0YTQyMTFjODZkNTBlODMxNmU4YThhMWI3OTAxZGM5,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DX8h3zQNo57xG/tracks', 'total': 100}",playlist,spotify:playlist:37i9dQZF1DX8h3zQNo57xG,Sleep,0JQ5DAqbMKFCuoRTxhYWow
Ambient drone to make you feel weightless.,https://open.spotify.com/playlist/37i9dQZF1DX1n9whBbBKoL,https://api.spotify.com/v1/playlists/37i9dQZF1DX1n9whBbBKoL,37i9dQZF1DX1n9whBbBKoL,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f00000003293f5bac477b87de316e75aa', 'width': 0}]",Floating Through Space,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjY0NjUwMiwwMDAwMDAwMGZiM2Y3MmIxZWQzZTg3OTVlMThjMTdkMDI0YmZmYWYw,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DX1n9whBbBKoL/tracks', 'total': 142}",playlist,spotify:playlist:37i9dQZF1DX1n9whBbBKoL,Sleep,0JQ5DAqbMKFCuoRTxhYWow
"Wander into the magical mix of piano, water, birds, and calmness. ",https://open.spotify.com/playlist/37i9dQZF1DXdzGIPNRTvyN,https://api.spotify.com/v1/playlists/37i9dQZF1DXdzGIPNRTvyN,37i9dQZF1DXdzGIPNRTvyN,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f0000000375da071e376f9e6bf9c05713', 'width': 0}]",Dreamy Forest Music,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjMwNDI4MCwwMDAwMDAwMGMzZDI1N2E1NDJmZWVlYjFiMDM1OTM1ZTMwNzk5YTRh,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DXdzGIPNRTvyN/tracks', 'total': 38}",playlist,spotify:playlist:37i9dQZF1DXdzGIPNRTvyN,Sleep,0JQ5DAqbMKFCuoRTxhYWow
Drift off to these peaceful classical melodies.,https://open.spotify.com/playlist/37i9dQZF1DX8Sz1gsYZdwj,https://api.spotify.com/v1/playlists/37i9dQZF1DX8Sz1gsYZdwj,37i9dQZF1DX8Sz1gsYZdwj,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f000000039da02c7bb7aeaad9222968f1', 'width': 0}]",Classical Sleep,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NDA0MDgyNiwwMDAwMDAwMDk1MGEwNTZmMzU5ZDM0OWY4MDY2MDYxNjdhNTU3NmIx,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DX8Sz1gsYZdwj/tracks', 'total': 50}",playlist,spotify:playlist:37i9dQZF1DX8Sz1gsYZdwj,Sleep,0JQ5DAqbMKFCuoRTxhYWow
Get a great night's sleep with these soft acoustic guitar tunes.,https://open.spotify.com/playlist/37i9dQZF1DWTRnup1IgL4a,https://api.spotify.com/v1/playlists/37i9dQZF1DWTRnup1IgL4a,37i9dQZF1DWTRnup1IgL4a,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f000000037eeed92b1076dbd0a237befb', 'width': 0}]",Guitar for Sleep,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NDE3Mjg2MCwwMDAwMDAwMDYxODYzZDVhZDdjNTIxM2VkOTg4YWRlZGYyYTQ0Mjdh,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DWTRnup1IgL4a/tracks', 'total': 150}",playlist,spotify:playlist:37i9dQZF1DWTRnup1IgL4a,Sleep,0JQ5DAqbMKFCuoRTxhYWow
Use Delta frequencies for the best night's sleep. ,https://open.spotify.com/playlist/37i9dQZF1DWYILo9WhOOw6,https://api.spotify.com/v1/playlists/37i9dQZF1DWYILo9WhOOw6,37i9dQZF1DWYILo9WhOOw6,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f0000000334611790d77ad189576ffef3', 'width': 0}]",Binaural Beats: Deeper Sleep,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NDgxMTQ0MiwwMDAwMDAwMGMyY2Y0MDgwNjM1Y2VmMjFkM2E0NzBlYzJhMjM4MWJm,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DWYILo9WhOOw6/tracks', 'total': 80}",playlist,spotify:playlist:37i9dQZF1DWYILo9WhOOw6,Sleep,0JQ5DAqbMKFCuoRTxhYWow
Kick back to the soothing sounds of the Ukulele...,https://open.spotify.com/playlist/37i9dQZF1DX5FuBDzVtEFX,https://api.spotify.com/v1/playlists/37i9dQZF1DX5FuBDzVtEFX,37i9dQZF1DX5FuBDzVtEFX,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f0000000307933b1a16a03eba88db7268', 'width': 0}]",Hawaiian Dreams,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY1MDAxOTk0MywwMDAwMDAwMDRhOGRlY2RmZjI2NjZkOTgzNjM1MTMzN2IzYjZhYzcz,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DX5FuBDzVtEFX/tracks', 'total': 60}",playlist,spotify:playlist:37i9dQZF1DX5FuBDzVtEFX,Sleep,0JQ5DAqbMKFCuoRTxhYWow
Gentle ambient piano to help you fall asleep.,https://open.spotify.com/playlist/37i9dQZF1DWZd79rJ6a7lp,https://api.spotify.com/v1/playlists/37i9dQZF1DWZd79rJ6a7lp,37i9dQZF1DWZd79rJ6a7lp,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f00000003bc9438e3a6ff78076f8b1405', 'width': 0}]",Sleep,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjYzNjA3OSwwMDAwMDAwMGNlZmJjOWQ5ZGZiOTk1YTNjOTgwMDFkODgyOGMxNTRk,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DWZd79rJ6a7lp/tracks', 'total': 280}",playlist,spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,Sleep,0JQ5DAqbMKFCuoRTxhYWow
"528 hertz solfeggio frequency, tones and music for deep sleep and restful nights. ",https://open.spotify.com/playlist/37i9dQZF1DWXlntHTG08uC,https://api.spotify.com/v1/playlists/37i9dQZF1DWXlntHTG08uC,37i9dQZF1DWXlntHTG08uC,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f00000003a7de17581d674510d1b8611f', 'width': 0}]",Sleep Frequency,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjM3ODI4NCwwMDAwMDAwMDQ3ZGYyOWZmODlmZjhmYjk2ZGIwNmE0NDY5MmQ4Zjk3,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DWXlntHTG08uC/tracks', 'total': 92}",playlist,spotify:playlist:37i9dQZF1DWXlntHTG08uC,Sleep,0JQ5DAqbMKFCuoRTxhYWow
Music to reduce insomnia and help you relax.,https://open.spotify.com/playlist/37i9dQZF1DWSUFOo47GEsI,https://api.spotify.com/v1/playlists/37i9dQZF1DWSUFOo47GEsI,37i9dQZF1DWSUFOo47GEsI,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f000000030f6ff46c7d583ad3beaf5adb', 'width': 0}]",Sleep Tight,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjY0NzM2NCwwMDAwMDAwMGZiMjI2MGQyODNhYzI3ZTM5ZmZkMTU0ODEzNTQ5Yjgw,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DWSUFOo47GEsI/tracks', 'total': 280}",playlist,spotify:playlist:37i9dQZF1DWSUFOo47GEsI,Sleep,0JQ5DAqbMKFCuoRTxhYWow
Calm piano music for sleeping.,https://open.spotify.com/playlist/37i9dQZF1DX03b46zi3S82,https://api.spotify.com/v1/playlists/37i9dQZF1DX03b46zi3S82,37i9dQZF1DX03b46zi3S82,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f00000003df3ed0d891ac979568452312', 'width': 0}]",Sleepy Piano,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjI5NjE4MiwwMDAwMDAwMDg2MWNlMjc0ODJkZjc3ZjU3OThiMWUyNmJhM2I2ZDY3,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DX03b46zi3S82/tracks', 'total': 246}",playlist,spotify:playlist:37i9dQZF1DX03b46zi3S82,Sleep,0JQ5DAqbMKFCuoRTxhYWow
"Calming green frequencies and nature sounds to help you relax, focus and sleep. ",https://open.spotify.com/playlist/37i9dQZF1DWZ8HCIPoGGKp,https://api.spotify.com/v1/playlists/37i9dQZF1DWZ8HCIPoGGKp,37i9dQZF1DWZ8HCIPoGGKp,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f00000003b20c9e22def0f18234dc0c55', 'width': 0}]",Green Noise,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NTM4NjAwMCwwMDAwMDAwMGM4NWYwMDI3N2E5NDlkNzg5ZjkyNTAzNWM4MDhlYWFl,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DWZ8HCIPoGGKp/tracks', 'total': 144}",playlist,spotify:playlist:37i9dQZF1DWZ8HCIPoGGKp,Sleep,0JQ5DAqbMKFCuoRTxhYWow
Soothing instrumental music for a peaceful sleep.,https://open.spotify.com/playlist/37i9dQZF1DX2Aln4OdV8i6,https://api.spotify.com/v1/playlists/37i9dQZF1DX2Aln4OdV8i6,37i9dQZF1DX2Aln4OdV8i6,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f00000003f99bf05e485907b0a9675c66', 'width': 0}]",Peaceful Sleep,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NTkzMzcxOCwwMDAwMDAwMGExNTY3MmRkZWM0M2FmODNiZjMyYTFjNDBkOGE4ODNi,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DX2Aln4OdV8i6/tracks', 'total': 52}",playlist,spotify:playlist:37i9dQZF1DX2Aln4OdV8i6,Sleep,0JQ5DAqbMKFCuoRTxhYWow
"look up, dream on, drift off... ",https://open.spotify.com/playlist/37i9dQZF1DWYoDXiQsd3D2,https://api.spotify.com/v1/playlists/37i9dQZF1DWYoDXiQsd3D2,37i9dQZF1DWYoDXiQsd3D2,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f0000000326cd68dff560d523383e2d82', 'width': 0}]",cloud gazing,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjQ2NDEyMSwwMDAwMDAwMDg3Y2RhNzgxYzFkYjA4ODQ4ODMxNzU5NmQ0M2FkOGE0,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DWYoDXiQsd3D2/tracks', 'total': 43}",playlist,spotify:playlist:37i9dQZF1DWYoDXiQsd3D2,Sleep,0JQ5DAqbMKFCuoRTxhYWow
"Soothing, minimalist ambient for deep sleep.",https://open.spotify.com/playlist/37i9dQZF1DWYcDQ1hSjOpY,https://api.spotify.com/v1/playlists/37i9dQZF1DWYcDQ1hSjOpY,37i9dQZF1DWYcDQ1hSjOpY,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f000000037da11e4e02c0da2f543ea20f', 'width': 0}]",Deep Sleep,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjYzNjM0OSwwMDAwMDAwMGRkNzA1MjkxZmM0OTIwNWFkYTE3ZDQwODYwMWYzMTBh,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DWYcDQ1hSjOpY/tracks', 'total': 350}",playlist,spotify:playlist:37i9dQZF1DWYcDQ1hSjOpY,Sleep,0JQ5DAqbMKFCuoRTxhYWow
Drift away with enthralling instrumentals.,https://open.spotify.com/playlist/37i9dQZF1DXdbkmlag2h7b,https://api.spotify.com/v1/playlists/37i9dQZF1DXdbkmlag2h7b,37i9dQZF1DXdbkmlag2h7b,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f00000003d2291e0c5d43a1b21a941031', 'width': 0}]",DayDreamer,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjY0ODc1MCwwMDAwMDAwMGE5YTgyMDdlNDc3YzNkN2JjY2JiMzQ1Y2M4ZjI5YzUw,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DXdbkmlag2h7b/tracks', 'total': 100}",playlist,spotify:playlist:37i9dQZF1DXdbkmlag2h7b,Sleep,0JQ5DAqbMKFCuoRTxhYWow
12 hours of comforting sounds of thunder and rain.,https://open.spotify.com/playlist/37i9dQZF1DX4aYNO8X5RpR,https://api.spotify.com/v1/playlists/37i9dQZF1DX4aYNO8X5RpR,37i9dQZF1DX4aYNO8X5RpR,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f00000003d9e758880a1effe4f5d62062', 'width': 0}]",Nightstorms,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjQ1MTQ1MiwwMDAwMDAwMDUwZDQ3M2FhNTk0MWEzMjgzNzgwOWRmNTYxNTI2YThh,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DX4aYNO8X5RpR/tracks', 'total': 272}",playlist,spotify:playlist:37i9dQZF1DX4aYNO8X5RpR,Sleep,0JQ5DAqbMKFCuoRTxhYWow
Sleep with sounds of pouring rain and occasional rolling thunder.,https://open.spotify.com/playlist/37i9dQZF1DXbcPC6Vvqudd,https://api.spotify.com/v1/playlists/37i9dQZF1DXbcPC6Vvqudd,37i9dQZF1DXbcPC6Vvqudd,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f0000000308e08f97c287685425e92ebc', 'width': 0}]",Night Rain,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjQ1MDcwMiwwMDAwMDAwMDExMGRiN2VlNjBjZTQwNWMyNTY0OGIyMjFkODU1Nzcw,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DXbcPC6Vvqudd/tracks', 'total': 378}",playlist,spotify:playlist:37i9dQZF1DXbcPC6Vvqudd,Sleep,0JQ5DAqbMKFCuoRTxhYWow
Soothing sounds of gentle rain.,https://open.spotify.com/playlist/37i9dQZF1DX2mFmJUZg4Mp,https://api.spotify.com/v1/playlists/37i9dQZF1DX2mFmJUZg4Mp,37i9dQZF1DX2mFmJUZg4Mp,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f000000039fd6ff333b070cab43c661c9', 'width': 0}]",Gentle Rains,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjI5MjM1OSwwMDAwMDAwMDZkOThmOTM2NmViZTdjMWEzZjg1ODg3YmIyZWRkZjMy,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DX2mFmJUZg4Mp/tracks', 'total': 295}",playlist,spotify:playlist:37i9dQZF1DX2mFmJUZg4Mp,Sleep,0JQ5DAqbMKFCuoRTxhYWow
Slip into slumber with soothing sea sounds.,https://open.spotify.com/playlist/37i9dQZF1DWXzR2GKEiHgT,https://api.spotify.com/v1/playlists/37i9dQZF1DWXzR2GKEiHgT,37i9dQZF1DWXzR2GKEiHgT,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f00000003e8bd069134458c9ef6d5fe15', 'width': 0}]",Deep Ocean Deep Sleep,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjQ1MjQ5MiwwMDAwMDAwMDg0YzlhY2ZlZjA0NDIzZjk3Y2EwMDY0ZjQ5YjEzMGQ0,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DWXzR2GKEiHgT/tracks', 'total': 175}",playlist,spotify:playlist:37i9dQZF1DWXzR2GKEiHgT,Sleep,0JQ5DAqbMKFCuoRTxhYWow
Relax to the sound of a storm setting in.,https://open.spotify.com/playlist/37i9dQZF1DX9NmDLwNQnXE,https://api.spotify.com/v1/playlists/37i9dQZF1DX9NmDLwNQnXE,37i9dQZF1DX9NmDLwNQnXE,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f00000003d4358b2847c679bd7658c6d7', 'width': 0}]",A Sudden Rainstorm,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjI4NDk1OCwwMDAwMDAwMDYyYWJkZWVhOTk0Y2MxMzUxZTVmYzkwOGVlMTA4MTNj,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DX9NmDLwNQnXE/tracks', 'total': 400}",playlist,spotify:playlist:37i9dQZF1DX9NmDLwNQnXE,Sleep,0JQ5DAqbMKFCuoRTxhYWow
Relax to the roaring sound of crashing waves.,https://open.spotify.com/playlist/37i9dQZF1DWV90ZWj21ygB,https://api.spotify.com/v1/playlists/37i9dQZF1DWV90ZWj21ygB,37i9dQZF1DWV90ZWj21ygB,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f0000000399613f81e4e9fd7f04aad328', 'width': 0}]",Sounds of the Ocean,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY2OTIxNTc5OSwwMDAwMDAwMGVhNzZkYzY0YzU3ZGI4OTczMjBlZWM3NmM4YjBlMDkz,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DWV90ZWj21ygB/tracks', 'total': 213}",playlist,spotify:playlist:37i9dQZF1DWV90ZWj21ygB,Sleep,0JQ5DAqbMKFCuoRTxhYWow
"A calm sea, a quiet beach, a peaceful moment... 
Relax, sleep, meditate, with soft sounds of the soothing surf.",https://open.spotify.com/playlist/37i9dQZF1DX3f9U3gq0DBT,https://api.spotify.com/v1/playlists/37i9dQZF1DX3f9U3gq0DBT,37i9dQZF1DX3f9U3gq0DBT,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f00000003e3ea11201b45d09de58666a3', 'width': 0}]",Gentle Waves,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjQ1MjIzOCwwMDAwMDAwMGE5OWE4YWJlNWViZGQxYTk0ZWEyZTAyN2UyZGQyOTMz,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DX3f9U3gq0DBT/tracks', 'total': 131}",playlist,spotify:playlist:37i9dQZF1DX3f9U3gq0DBT,Sleep,0JQ5DAqbMKFCuoRTxhYWow
Where nature and white noise meet.,https://open.spotify.com/playlist/37i9dQZF1DWUKPeBypcpcP,https://api.spotify.com/v1/playlists/37i9dQZF1DWUKPeBypcpcP,37i9dQZF1DWUKPeBypcpcP,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f000000037eac3a22b6b3756d62373f48', 'width': 0}]",Nature Noise,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY2MTg2NjMxOSwwMDAwMDAwMDY5YzdhM2E2OTVhMWNmMzZhNWYxNGMwNjc2ZTNmNjJk,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DWUKPeBypcpcP/tracks', 'total': 123}",playlist,spotify:playlist:37i9dQZF1DWUKPeBypcpcP,Sleep,0JQ5DAqbMKFCuoRTxhYWow
The calm sound of crashing waves on the beach.,https://open.spotify.com/playlist/37i9dQZF1DX9if5QDLdzCa,https://api.spotify.com/v1/playlists/37i9dQZF1DX9if5QDLdzCa,37i9dQZF1DX9if5QDLdzCa,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f000000033fbf9bc50a4f98aa611d80a9', 'width': 0}]",Ocean Waves,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3NjQ1NzUxNSwwMDAwMDAwMGU5ODBhZjgxYWZkYmRjYTUxNGViZDVkNmE4MDdkNjM5,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DX9if5QDLdzCa/tracks', 'total': 203}",playlist,spotify:playlist:37i9dQZF1DX9if5QDLdzCa,Sleep,0JQ5DAqbMKFCuoRTxhYWow
"Close your eyes and dream up a night in the great outdoors: 
crickets chirping, the stars are out, you are cozy and snug in your tent, just sleeping...",https://open.spotify.com/playlist/37i9dQZF1DX709Kv0V067V,https://api.spotify.com/v1/playlists/37i9dQZF1DX709Kv0V067V,37i9dQZF1DX709Kv0V067V,"[{'height': 0, 'url': 'https://i.scdn.co/image/ab67706f000000035980f51f2e668a5d2c00e80c', 'width': 0}]",Late Night Nature,"{'display_name': 'Spotify', 'external_urls': {'spotify': 'https://open.spotify.com/user/spotify'}, 'href': 'https://api.spotify.com/v1/users/spotify', 'id': 'spotify', 'type': 'user', 'uri': 'spotify:user:spotify'}",MTY3MTAxNjQ5MCwwMDAwMDAwMDdmZDdjNmY5MjIxNThmOTQyMDQ4NmIzM2NiNmI0NTRh,"{'href': 'https://api.spotify.com/v1/playlists/37i9dQZF1DX709Kv0V067V/tracks', 'total': 79}",playlist,spotify:playlist:37i9dQZF1DX709Kv0V067V,Sleep,0JQ5DAqbMKFCuoRTxhYWow
